Name,Date,Rate,Votes,Genre,Duration,Certificate,Nudity,Violence,Profanity,Alcohol,Frightening
Hostiles,2017,7.2,78212,"Drama, Western",134,R,None,Severe,Moderate,Mild,Moderate
Outlaw King,2018,6.9,65718,"Action, Biography, Drama",121,R,Moderate,Severe,Mild,None,Moderate
First Man,2018,7.3,178973,"Biography, Drama, History",141,PG-13,None,Mild,Mild,Mild,Moderate
Fatherhood,2021,6.6,31522,"Comedy, Drama",109,PG-13,Mild,None,Mild,Mild,None
Deep Blue Sea,1999,5.9,129805,"Action, Adventure, Sci-Fi",105,R,Mild,Severe,Moderate,Mild,Moderate
How to Lose a Guy in 10 Days,2003,6.4,222606,"Comedy, Romance",116,PG-13,Mild,None,Moderate,Mild,None
47 Ronin,2013,6.3,154511,"Action, Drama, Fantasy",128,PG-13,None,Moderate,Mild,None,Mild
Pineapple Express,2008,6.9,326499,"Action, Comedy, Crime",111,R,Mild,Severe,Severe,Severe,Mild
The Jungle Book,2016,7.4,267701,"Adventure, Comedy, Drama",106,PG,None,Mild,None,None,Moderate
Black Mass,2015,6.9,173819,"Biography, Crime, Drama",123,R,Mild,Severe,Severe,Moderate,Severe
House on Haunted Hill,1999,5.6,55477,"Crime, Fantasy, Horror",93,R,Moderate,Severe,Severe,Mild,Severe
Mile 22,2018,6.1,74304,"Action, Thriller",94,R,None,Severe,Severe,None,Moderate
Lady in the Water,2006,5.5,97594,"Drama, Fantasy, Mystery",110,PG-13,None,Mild,Mild,Mild,Moderate
Crisis,2021,6.2,7715,"Drama, Thriller",118,R,None,Severe,Severe,Moderate,Severe
Demolition Man,1993,6.7,166625,"Action, Sci-Fi, Thriller",115,R,Mild,Moderate,Moderate,Mild,Mild
Manhunter,1986,7.2,70194,"Crime, Mystery, Thriller",120,R,Mild,Severe,Moderate,Mild,Severe
Phone Booth,2002,7.0,259175,"Crime, Thriller",81,R,Mild,Moderate,Severe,Mild,Severe
Adventures in Babysitting,1987,6.9,41388,"Adventure, Comedy, Crime",102,PG-13,Mild,Mild,Moderate,Mild,Mild
Buried,2010,7.0,155401,"Drama, Mystery, Thriller",95,R,None,Moderate,Severe,Mild,Severe
Vanilla Sky,2001,6.9,256076,"Fantasy, Mystery, Romance",136,R,Moderate,Moderate,Severe,Mild,Moderate
Creed,2015,7.6,259249,"Drama, Sport",133,PG-13,Mild,Moderate,Moderate,None,Moderate
Sunshine,2007,7.2,241895,"Sci-Fi, Thriller",107,R,None,Moderate,Moderate,None,Severe
The Wolverine,2013,6.7,444710,"Action, Sci-Fi",126,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Pretty in Pink,1986,6.8,78028,"Comedy, Drama, Romance",97,PG-13,Mild,Mild,Moderate,Moderate,Mild
Jurassic Park III,2001,5.9,305663,"Action, Adventure, Sci-Fi",92,PG-13,None,Moderate,Mild,Mild,Moderate
Gaia,2021,5.5,2899,"Drama, Fantasy, Horror",96,R,Severe,Severe,Moderate,None,Severe
Knowing,2009,6.2,227424,"Action, Drama, Sci-Fi",121,PG-13,None,Moderate,Mild,Mild,Severe
She's Out of My League,2010,6.4,133019,"Comedy, Romance",104,R,Mild,Mild,Severe,Mild,None
Project Power,2020,6.0,80064,"Action, Crime, Sci-Fi",113,R,None,Moderate,Mild,Moderate,Moderate
Fast & Furious,2009,6.6,275634,"Action, Thriller",107,PG-13,Moderate,Moderate,Moderate,Mild,Mild
Awake,2021,4.8,18244,"Action, Adventure, Drama",96,R,Moderate,Moderate,Moderate,Mild,Moderate
The Cell,2000,6.4,99760,"Crime, Horror, Sci-Fi",107,R,Severe,Severe,Moderate,Moderate,Severe
Critters,1986,6.1,34066,"Comedy, Horror, Sci-Fi",86,PG-13,None,Moderate,Mild,Mild,Mild
Punch-Drunk Love,2002,7.3,155694,"Comedy, Drama, Romance",95,R,Mild,Mild,Moderate,Mild,Mild
Ôdishon,1999,7.2,77108,"Drama, Horror, Mystery",115,R,Moderate,Severe,Mild,Mild,Severe
Waiting...,2005,6.7,94237,Comedy,94,R,Moderate,Mild,Severe,Moderate,None
The Italian Job,2003,7.0,353949,"Action, Crime, Thriller",111,PG-13,Mild,Mild,Moderate,Mild,Mild
Tucker and Dale vs Evil,2010,7.5,171943,"Comedy, Horror",89,R,Mild,Severe,Moderate,Mild,Mild
Godzilla,2014,6.4,399324,"Action, Adventure, Sci-Fi",123,PG-13,None,Moderate,Mild,Mild,Moderate
The Hurt Locker,2008,7.5,435398,"Drama, Thriller, War",131,R,Mild,Severe,Severe,Mild,Severe
Gremlins 2: The New Batch,1990,6.4,98522,"Comedy, Fantasy, Horror",106,PG-13,Mild,Moderate,Mild,Mild,Mild
The Call of the Wild,2020,6.8,44191,"Adventure, Drama, Family",100,PG,None,Mild,Mild,Mild,Mild
Little Women,1994,7.3,55179,"Drama, Family, Romance",115,PG,None,None,None,Mild,Mild
Abraham Lincoln: Vampire Hunter,2012,5.9,152615,"Action, Fantasy, Horror",105,R,Mild,Severe,Mild,Mild,Severe
Friday Night Lights,2004,7.2,61325,"Action, Drama, Sport",118,PG-13,Mild,Mild,Moderate,Mild,Mild
Holes,2003,7.0,82652,"Adventure, Comedy, Drama",117,PG,Mild,Moderate,Mild,Mild,Mild
The Good Witch,2008,7.2,3971,"Family, Fantasy, Romance",89,PG,None,None,None,None,None
The Hot Chick,2002,5.5,92956,"Comedy, Fantasy",104,PG-13,Mild,None,Mild,Mild,None
Lethal Weapon,1987,7.6,246595,"Action, Crime, Thriller",109,R,Moderate,Moderate,Moderate,Moderate,Moderate
Revenge,2017,6.4,40308,"Action, Horror, Thriller",108,R,Severe,Severe,Moderate,Moderate,Severe
The Beach,2000,6.7,230617,"Adventure, Drama, Romance",119,R,Mild,Severe,Moderate,Moderate,Moderate
The Domestics,2018,5.7,9434,"Action, Horror, Sci-Fi",95,R,Mild,Severe,Moderate,Mild,Moderate
She's the Man,2006,6.3,151872,"Comedy, Romance, Sport",105,PG-13,Mild,Mild,Mild,None,None
Synchronic,2019,6.2,24583,"Drama, Sci-Fi, Thriller",102,R,None,Moderate,Moderate,Moderate,Moderate
La haine,1995,8.1,160931,"Crime, Drama",98,R,Mild,Moderate,Severe,Moderate,Moderate
The Hitchhiker's Guide to the Galaxy,2005,6.7,191993,"Adventure, Comedy, Sci-Fi",109,PG,None,Mild,Mild,Mild,Mild
Bring It On,2000,6.1,92139,"Comedy, Romance, Sport",98,PG-13,Mild,Mild,Moderate,Mild,None
Andhadhun,2018,8.2,83444,"Crime, Drama, Music",139,R,Mild,Moderate,Mild,Mild,Moderate
Rango,2011,7.2,249443,"Animation, Adventure, Comedy",107,PG,Mild,Mild,Mild,Moderate,Moderate
Koe no katachi,2016,8.2,64259,"Animation, Drama",130,R,None,Mild,Mild,None,Moderate
Footloose,1984,6.6,75330,"Drama, Music, Romance",107,PG,Mild,Moderate,Moderate,Mild,Mild
A Good Day to Die Hard,2013,5.3,202617,"Action, Thriller",98,R,None,Moderate,Moderate,Mild,Mild
Hollow Man,2000,5.8,127637,"Action, Horror, Sci-Fi",112,R,Moderate,Severe,Severe,None,Severe
Unstoppable,2010,6.8,191464,"Action, Thriller",98,PG-13,None,Moderate,Moderate,None,Moderate
Disturbia,2007,6.8,229438,"Crime, Drama, Mystery",105,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Harold and Maude,1971,7.9,75055,"Comedy, Drama, Romance",91,PG,Mild,Moderate,None,Mild,Mild
Blade II,2002,6.7,208016,"Action, Horror, Sci-Fi",117,R,Mild,Severe,Severe,Moderate,Moderate
X2,2003,7.4,528514,"Action, Sci-Fi, Thriller",134,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Bedazzled,2000,6.0,100599,"Comedy, Fantasy",93,PG-13,Mild,Mild,Mild,Mild,Mild
Teeth,2007,5.4,42826,"Action, Comedy, Fantasy",94,R,Severe,Severe,Moderate,Mild,Severe
Bend It Like Beckham,2002,6.6,107361,"Comedy, Drama, Romance",112,PG-13,Mild,Mild,Mild,Mild,None
Stalker,1979,8.1,126634,"Drama, Sci-Fi",162,R,None,Mild,Mild,Mild,Mild
Wreck-It Ralph,2012,7.7,397271,"Animation, Adventure, Comedy",101,PG,None,Mild,None,Mild,Mild
Moon,2009,7.8,346267,"Drama, Mystery, Sci-Fi",97,R,Mild,Moderate,Moderate,None,Mild
Brave,2012,7.1,389218,"Animation, Adventure, Comedy",93,PG,Mild,Mild,None,None,Moderate
One Day,2011,7.0,145695,"Drama, Romance",107,PG-13,Moderate,Mild,Mild,Mild,Mild
Creepshow,1982,6.9,45143,"Comedy, Fantasy, Horror",120,R,None,Moderate,Moderate,Mild,Moderate
The 'Burbs,1989,6.9,72120,"Comedy, Mystery, Thriller",102,PG,Mild,Mild,Mild,Mild,Mild
Straight Outta Compton,2015,7.8,189291,"Biography, Drama, History",147,R,Severe,Moderate,Severe,Moderate,Moderate
Friends with Benefits,2011,6.5,352364,"Comedy, Romance",109,R,Moderate,None,Moderate,Mild,None
Eighth Grade,2018,7.4,70305,"Comedy, Drama",93,R,Mild,None,Mild,None,Mild
Tomorrowland,2015,6.4,177597,"Action, Adventure, Family",130,PG,None,Mild,Mild,None,Mild
Big Night,1996,7.3,19084,"Drama, Romance",109,R,None,None,Moderate,Mild,None
Deja Vu,2006,7.1,301305,"Action, Crime, Sci-Fi",126,PG-13,Mild,Moderate,Mild,Mild,Moderate
Mary Poppins Returns,2018,6.7,82208,"Comedy, Family, Fantasy",130,PG,None,None,None,None,Mild
The Dark Tower,2017,5.6,133675,"Action, Adventure, Fantasy",95,PG-13,None,Moderate,Mild,Mild,Moderate
The Three Musketeers,2011,5.7,105974,"Action, Adventure, Fantasy",110,PG-13,Mild,Mild,Mild,None,Mild
A Good Year,2006,7.0,92006,"Comedy, Drama, Romance",117,PG-13,Mild,None,Mild,Mild,None
Braindead,1992,7.5,94232,"Comedy, Fantasy, Horror",104,R,Moderate,Severe,Mild,Mild,Moderate
Carrie,2013,5.9,136798,"Drama, Horror",100,R,Mild,Severe,Moderate,Mild,Moderate
Nineteen Eighty-Four,1984,7.1,69490,"Drama, Sci-Fi",113,R,Severe,Moderate,None,Mild,Severe
Vacation,2015,6.1,105696,"Adventure, Comedy",99,R,Moderate,Mild,Severe,Mild,None
Hitman: Agent 47,2015,5.7,88383,"Action, Crime, Thriller",96,R,None,Severe,Moderate,None,Moderate
Sideways,2004,7.5,185552,"Comedy, Drama, Romance",127,R,Moderate,Mild,Severe,Moderate,None
Billy Madison,1995,6.4,137425,Comedy,89,PG-13,Mild,Mild,Moderate,Mild,Mild
Seven Pounds,2008,7.6,294373,Drama,123,PG-13,Mild,Mild,Mild,None,Mild
Creed II,2018,7.1,114869,"Drama, Sport",130,PG-13,Mild,Moderate,Mild,Mild,Moderate
Hansel & Gretel: Witch Hunters,2013,6.1,200437,"Action, Fantasy, Horror",88,R,Mild,Severe,Severe,Mild,Moderate
The Mortal Instruments: City of Bones,2013,5.9,130442,"Action, Adventure, Fantasy",130,PG-13,None,Moderate,Mild,Mild,Moderate
Ultimo tango a Parigi,1972,7.0,52025,"Drama, Romance",129,PG-13,None,Moderate,Mild,Mild,Moderate
United 93,2006,7.6,103448,"Action, Drama, History",111,R,None,Severe,Moderate,None,Severe
Odd Thomas,2013,6.8,50684,"Comedy, Fantasy, Horror",100,PG-13,Mild,Moderate,Mild,Mild,Moderate
Trolls World Tour,2020,6.1,20397,"Animation, Adventure, Comedy",90,PG,None,Mild,None,None,Mild
National Treasure,2004,6.9,316206,"Action, Adventure, Mystery",131,PG,None,Mild,Mild,Mild,Mild
Låt den rätte komma in,2008,7.9,210665,"Crime, Drama, Fantasy",114,R,Mild,Severe,Mild,Mild,Moderate
The Education of Fredrick Fitzell,2020,5.4,4127,"Drama, Mystery, Thriller",97,R,Mild,Mild,Moderate,Severe,Severe
Last Christmas,2019,6.5,60940,"Comedy, Drama, Fantasy",103,PG-13,Mild,Mild,Mild,Mild,None
Hotel Mumbai,2018,7.6,58602,"Action, Drama, History",123,R,Mild,Severe,Moderate,Mild,Severe
Alone,2020,6.2,15497,"Drama, Horror, Mystery",98,R,None,Moderate,Moderate,Mild,Moderate
The Punisher,2004,6.4,154898,"Action, Crime, Drama",124,R,Moderate,Severe,Moderate,Mild,Moderate
Captain Phillips,2013,7.8,438995,"Adventure, Biography, Crime",134,PG-13,None,Moderate,Mild,Mild,Severe
Seungriho,2021,6.6,21980,"Action, Adventure, Drama",136,R,None,Mild,Moderate,Mild,Mild
Thelma,2017,7.0,29030,"Drama, Fantasy, Horror",116,R,Moderate,Mild,Mild,Moderate,Moderate
Now You See Me 2,2016,6.5,266626,"Action, Adventure, Comedy",129,PG-13,None,Mild,Moderate,Mild,Mild
You've Got Mail,1998,6.7,203501,"Comedy, Drama, Romance",119,PG,None,None,Mild,Mild,None
Holidate,2020,6.1,53195,"Comedy, Romance",104,R,Moderate,Mild,Moderate,Mild,None
The Boy,2016,6.0,85863,"Horror, Mystery, Thriller",97,PG-13,Mild,Moderate,Mild,Mild,Moderate
Mowgli,2018,6.5,59283,"Adventure, Drama, Fantasy",104,PG-13,None,Moderate,None,Mild,Moderate
Hercules,2014,6.0,151181,"Action, Adventure, Fantasy",98,PG-13,Mild,Severe,Mild,Mild,Moderate
High School Musical,2006,5.5,84460,"Comedy, Drama, Family",98,G,None,None,None,None,None
House,1985,6.2,25116,"Comedy, Fantasy, Horror",93,R,None,Moderate,Mild,Mild,Moderate
Buddy Games,2019,4.8,4781,Comedy,90,R,Moderate,Mild,Severe,Moderate,None
Ginger Snaps,2000,6.8,44739,"Drama, Fantasy, Horror",108,R,Mild,Severe,Severe,Moderate,Severe
The Girl in the Spider's Web,2018,6.1,44767,"Action, Crime, Drama",115,R,Mild,Severe,Moderate,Mild,Mild
Friday the 13th: A New Beginning,1985,4.8,36377,"Horror, Mystery, Thriller",92,R,Severe,Severe,Severe,Mild,Moderate
The King's Speech,2010,8.0,657606,"Biography, Drama, History",118,R,None,None,Moderate,Mild,None
All Good Things,2010,6.3,54689,"Crime, Drama, Mystery",101,R,Moderate,Moderate,Moderate,Moderate,Mild
xXx,2002,5.9,176676,"Action, Adventure, Thriller",124,PG-13,Moderate,Moderate,Moderate,Moderate,Moderate
Bound,1996,7.3,53116,"Crime, Thriller",109,R,Moderate,Severe,Moderate,Mild,Moderate
La montaña sagrada,1973,7.9,40174,"Adventure, Drama, Fantasy",114,R,Severe,Severe,Mild,Moderate,Severe
Eden Lake,2008,6.8,80918,"Horror, Thriller",91,R,Mild,Severe,Severe,Moderate,Severe
Osmosis Jones,2001,6.3,34446,"Animation, Action, Adventure",95,PG,Mild,Mild,Mild,Mild,Mild
Shiva Baby,2020,7.1,11644,"Comedy, Drama",77,R,Mild,None,Moderate,Mild,Mild
The Shallows,2016,6.3,126693,"Action, Drama, Horror",86,PG-13,None,Moderate,Mild,Mild,Moderate
Elizabeth,1998,7.4,96045,"Biography, Drama, History",124,R,Moderate,Severe,None,Mild,Moderate
Green Room,2015,7.0,114804,"Horror, Thriller",95,R,None,Severe,Severe,Moderate,Severe
The Fighter,2010,7.8,352178,"Biography, Drama, Sport",116,R,Mild,Moderate,Severe,Severe,Mild
Pitch Perfect 3,2017,5.8,60102,"Comedy, Music",93,PG-13,Mild,Mild,Mild,Mild,None
2 Fast 2 Furious,2003,5.9,263585,"Action, Crime, Thriller",107,PG-13,Mild,Moderate,Moderate,Mild,Mild
We Can Be Heroes,2020,4.7,12866,"Action, Comedy, Drama",100,PG,None,Mild,None,None,Mild
Anchorman 2: The Legend Continues,2013,6.3,174601,Comedy,119,PG-13,Moderate,Mild,Moderate,Mild,None
Gifted,2017,7.6,108082,Drama,101,PG-13,Mild,None,Mild,Mild,None
Tears of the Sun,2003,6.6,117948,"Action, Drama, Thriller",121,R,Moderate,Severe,Severe,None,Moderate
Hell Fest,2018,5.5,15810,"Horror, Thriller",89,R,Mild,Severe,Moderate,Mild,Moderate
Triple Frontier,2019,6.4,117730,"Action, Adventure, Crime",125,R,None,Moderate,Severe,Mild,Moderate
Jigsaw,2017,5.8,74676,"Crime, Horror, Mystery",92,R,Mild,Severe,Severe,Mild,Severe
The Legend of Tarzan,2016,6.2,170238,"Action, Adventure, Drama",110,PG-13,Mild,Mild,Mild,None,Mild
Mission: Impossible III,2006,6.9,341614,"Action, Adventure, Thriller",126,PG-13,Mild,Moderate,Mild,Mild,Moderate
The Big Sick,2017,7.5,128327,"Comedy, Drama, Romance",120,R,Mild,None,Moderate,Mild,Mild
Robots,2005,6.3,139148,"Animation, Adventure, Comedy",91,PG,Mild,Mild,None,None,Mild
The Covenant,2006,5.3,48344,"Action, Adventure, Fantasy",97,PG-13,Mild,Mild,Mild,Mild,Mild
Slap Shot,1977,7.3,35785,"Comedy, Drama, Sport",123,R,Moderate,Moderate,Severe,Mild,Mild
Fracture,2007,7.2,195218,"Crime, Drama, Thriller",113,R,Mild,Moderate,Moderate,Mild,Mild
Harold & Kumar Go to White Castle,2004,7.0,189060,"Adventure, Comedy",88,R,Moderate,Mild,Severe,Severe,None
Madagascar,2005,6.9,381570,"Animation, Adventure, Comedy",86,PG,None,Mild,Mild,None,Mild
Silk Road,2021,5.9,4159,"Crime, Drama, Thriller",112,R,None,Mild,Moderate,Severe,Mild
Wish Dragon,2021,7.2,19628,"Animation, Adventure, Comedy",98,PG,None,Mild,None,Mild,Mild
Angel Has Fallen,2019,6.4,89225,"Action, Thriller",121,R,None,Severe,Severe,Mild,Moderate
Day of the Woman,1978,5.7,27313,"Horror, Thriller",101,R,Severe,Severe,Moderate,Mild,Severe
Velvet Buzzsaw,2019,5.7,57549,"Horror, Mystery, Thriller",113,R,Moderate,Moderate,Moderate,Mild,Moderate
Carol,2015,7.2,122370,"Drama, Romance",118,R,Moderate,None,Mild,Mild,None
Planet Terror,2007,7.0,205242,"Action, Comedy, Fantasy",105,R,Moderate,Severe,Moderate,Mild,Severe
Clash of the Titans,1981,6.9,42909,"Action, Adventure, Family",118,PG,Mild,Moderate,None,None,Mild
Widows,2018,6.9,92464,"Crime, Drama, Thriller",129,R,Moderate,Moderate,Severe,Mild,Moderate
"As Above, So Below",2014,6.2,85867,"Horror, Mystery, Thriller",93,R,Mild,Moderate,Moderate,Mild,Severe
Self/less,2015,6.5,95166,"Action, Mystery, Sci-Fi",117,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Anna Karenina,2012,6.6,96200,"Drama, Romance",129,R,Moderate,Moderate,Mild,Mild,Mild
The Book of Life,2014,7.3,67658,"Animation, Adventure, Comedy",95,PG,None,Mild,None,Mild,Mild
Elf,2003,7.0,239380,"Adventure, Comedy, Family",97,PG,Mild,Mild,Mild,Mild,None
The House with a Clock in Its Walls,2018,6.1,49030,"Comedy, Family, Fantasy",105,PG,None,Mild,Mild,None,Moderate
Up in the Air,2009,7.4,326833,"Comedy, Drama, Romance",109,R,Mild,None,Moderate,Mild,None
Lady of the Manor,2021,5.1,583,Comedy,96,R,Moderate,Mild,Severe,Mild,Mild
Being There,1979,8.0,70007,"Comedy, Drama",130,PG,Moderate,None,Mild,Mild,None
Alien: Resurrection,1997,6.2,238029,"Action, Horror, Sci-Fi",109,R,Mild,Severe,Moderate,Mild,Moderate
Melancholia,2011,7.2,174677,"Drama, Sci-Fi",135,R,Moderate,Mild,Mild,Mild,Severe
Resident Evil: Retribution,2012,5.4,137384,"Action, Horror, Sci-Fi",95,R,Mild,Severe,Mild,Mild,Moderate
Six Minutes to Midnight,2020,5.8,3157,"Drama, Thriller",99,PG-13,None,Mild,None,Mild,Mild
Changeling,2008,7.7,247155,"Biography, Crime, Drama",141,R,Mild,Moderate,Mild,Mild,Severe
A Beautiful Day in the Neighborhood,2019,7.3,70101,"Biography, Drama",109,PG,None,None,Mild,None,None
Atlantis: The Lost Empire,2001,6.9,111533,"Animation, Action, Adventure",95,PG,None,Moderate,None,Mild,Moderate
Sherlock Holmes: A Game of Shadows,2011,7.5,435027,"Action, Adventure, Mystery",129,PG-13,Mild,Moderate,Mild,Mild,Moderate
Blended,2014,6.5,125857,"Comedy, Romance",117,PG-13,Mild,None,Mild,None,None
42,2013,7.5,90626,"Biography, Drama, Sport",128,PG-13,None,None,Moderate,Mild,Mild
Hostel: Part II,2007,5.5,88047,Horror,94,R,Severe,Severe,Severe,Mild,Severe
The Day the Earth Stood Still,2008,5.5,166954,"Drama, Sci-Fi, Thriller",104,PG-13,None,Moderate,None,None,Moderate
Yakuza Princess,2021,4.4,598,Thriller,111,R,Severe,Severe,Moderate,Mild,Mild
Leprechaun,1993,4.8,25618,"Comedy, Fantasy, Horror",92,R,None,Moderate,Mild,Mild,Mild
The People Under the Stairs,1991,6.4,33208,"Comedy, Horror, Mystery",102,R,Mild,Moderate,Moderate,Mild,Moderate
[Rec],2007,7.4,172050,"Horror, Mystery, Thriller",78,R,Mild,Severe,Severe,None,Severe
Come Play,2020,5.7,10730,"Drama, Horror, Mystery",96,PG-13,None,Mild,Mild,None,Moderate
Wo hu cang long,2000,7.8,261231,"Action, Adventure, Fantasy",120,PG-13,Mild,Moderate,Mild,None,Mild
The Dark and the Wicked,2020,6.1,13258,Horror,95,R,Mild,Severe,Moderate,Mild,Severe
Descendants 3,2019,6.6,6845,"Action, Adventure, Drama",106,G,None,Mild,None,None,Mild
The Emperor's New Groove,2000,7.4,190513,"Animation, Adventure, Comedy",78,G,None,Mild,None,None,None
Fantastic Four,2015,4.2,158942,"Action, Adventure, Sci-Fi",100,PG-13,None,Moderate,Mild,Mild,Moderate
The Secret Life of Pets,2016,6.5,191683,"Animation, Adventure, Comedy",87,PG,None,Mild,None,None,Mild
Hulk,2003,5.6,259530,"Action, Sci-Fi",138,PG-13,Mild,Moderate,Mild,None,Moderate
Ed Wood,1994,7.8,171031,"Biography, Comedy, Drama",127,R,Mild,Mild,Moderate,Moderate,Mild
Grindhouse,2007,7.5,181545,"Action, Horror, Thriller",191,R,Severe,Severe,Severe,Moderate,Severe
Case 39,2009,6.2,82689,"Horror, Mystery, Thriller",109,R,None,Moderate,Mild,Mild,Severe
Chocolat,2000,7.2,184344,"Drama, Romance",121,PG-13,Mild,Mild,None,Mild,Mild
Fast Five,2011,7.3,367689,"Action, Adventure, Crime",130,PG-13,Mild,Moderate,Moderate,Mild,Moderate
A Cure for Wellness,2016,6.4,92138,"Drama, Fantasy, Horror",146,R,Severe,Severe,Moderate,Mild,Severe
Mystery Men,1999,6.1,65300,"Action, Comedy, Fantasy",121,PG-13,Mild,Mild,Mild,Mild,Mild
World's Greatest Dad,2009,6.9,38191,"Comedy, Drama",99,R,Moderate,Moderate,Severe,Moderate,Severe
In the Line of Fire,1993,7.2,98590,"Action, Crime, Drama",128,R,Mild,Moderate,Moderate,Mild,Moderate
The Mummy: Tomb of the Dragon Emperor,2008,5.2,155713,"Action, Fantasy, Horror",112,PG-13,Mild,Moderate,Mild,Mild,Moderate
The F Word,2013,6.8,74180,"Comedy, Romance",98,PG-13,Mild,Mild,Mild,Mild,Mild
A Nightmare on Elm Street: The Dream Child,1989,5.1,43348,"Fantasy, Horror",89,R,Mild,Severe,Moderate,Mild,Severe
The Adventures of Tintin,2011,7.3,223624,"Animation, Action, Adventure",107,PG,None,Moderate,Mild,Moderate,Mild
Leatherface,2017,5.0,21413,"Crime, Horror, Thriller",90,R,Moderate,Severe,Moderate,Mild,Severe
Marie Antoinette,2006,6.5,106318,"Biography, Drama, History",123,PG-13,Mild,Mild,Mild,Moderate,Mild
3 from Hell,2019,5.5,13273,"Action, Horror",115,R,Severe,Severe,Severe,Severe,Severe
Joy,2015,6.6,132595,"Biography, Drama",124,PG-13,None,None,Mild,Mild,None
Ice Age,2002,7.5,458655,"Animation, Adventure, Comedy",81,PG,None,Mild,None,None,Mild
The Descendants,2011,7.3,237060,"Comedy, Drama",115,R,Mild,Mild,Severe,Mild,Mild
Raising Arizona,1987,7.3,132774,"Comedy, Crime",94,PG-13,Mild,Mild,Moderate,Mild,Mild
Spenser Confidential,2020,6.2,80152,"Action, Comedy, Crime",111,R,Mild,Moderate,Severe,Mild,Moderate
"Love, Rosie",2014,7.2,130554,"Comedy, Romance",102,R,Mild,None,Moderate,Mild,Mild
Last Action Hero,1993,6.4,144648,"Action, Adventure, Comedy",130,PG-13,Mild,Moderate,Moderate,Mild,Mild
Lady Macbeth,2016,6.8,21774,"Drama, Romance",89,R,Moderate,Moderate,Mild,Mild,Moderate
You Were Never Really Here,2017,6.8,112318,"Crime, Drama",89,R,Mild,Severe,Moderate,Mild,Moderate
The Emoji Movie,2017,3.3,60357,"Animation, Adventure, Comedy",86,PG,Severe,Severe,Severe,Severe,Severe
Jaws 2,1978,5.8,75426,"Adventure, Horror, Thriller",116,PG,Mild,Moderate,Mild,Mild,Moderate
Hotel Desire,2011,5.7,2730,"Short, Drama, Romance",38,R,Severe,None,None,Mild,None
American Assassin,2017,6.2,77056,"Action, Thriller",111,R,Mild,Severe,Severe,Mild,Severe
The Autopsy of Jane Doe,2016,6.8,107463,"Horror, Mystery, Thriller",86,R,Moderate,Severe,Moderate,None,Severe
Mortal Engines,2018,6.1,118303,"Action, Adventure, Fantasy",128,PG-13,None,Moderate,Mild,Mild,Mild
Saw 3D,2010,5.6,95141,"Crime, Horror, Mystery",90,R,None,Severe,Severe,Mild,Severe
The Voices,2014,6.4,55877,"Comedy, Crime, Fantasy",103,R,Mild,Severe,Severe,Mild,Moderate
Kung fu,2004,7.7,133212,"Action, Comedy, Fantasy",99,R,Mild,Moderate,Mild,Mild,Mild
Revenge of the Nerds,1984,6.6,51589,Comedy,90,R,Moderate,Mild,Moderate,Moderate,None
The Midnight Sky,2020,5.6,78077,"Drama, Fantasy, Sci-Fi",118,PG-13,None,Mild,Mild,Mild,Mild
Major League,1989,7.2,65689,"Comedy, Sport",107,R,Mild,Mild,Moderate,Mild,None
